Date,Predicted Close,Symbol
2024-11-09,225.8658061246979,CME
2024-11-10,226.11601620138617,CME
2024-11-11,229.86330522480176,CME
2024-11-12,230.00102638345123,CME
2024-11-13,230.27656667928292,CME
2024-11-14,230.703370563286,CME
2024-11-15,230.89175499600688,CME
2024-11-16,227.61728398681197,CME
2024-11-17,227.86749406349858,CME
2024-11-18,231.61478308691238,CME
2024-11-19,231.75250424555972,CME
2024-11-20,232.02804454139127,CME
2024-11-21,232.45484842539682,CME
2024-11-22,232.64323285811258,CME
2024-11-23,229.36876184892225,CME
2024-11-24,229.61897192561102,CME
2024-11-25,233.36626094902297,CME
2024-11-26,233.50398210766696,CME
2024-11-27,233.7795224034992,CME
2024-11-28,234.20632628750465,CME
2024-11-29,234.39471072021834,CME
2024-11-30,231.12023971102624,CME
2024-12-01,231.37044978772045,CME
2024-12-02,235.1177388111236,CME
2024-12-03,235.25545996977425,CME
2024-12-04,235.53100026560733,CME
2024-12-05,235.95780414961138,CME
2024-12-06,236.14618858232657,CME
2024-12-07,232.87171757313337,CME
2024-12-08,233.1219276498227,CME
