Date,Predicted Close,Symbol
2024-11-09,218.72048109888408,IQV
2024-11-10,218.71891561154075,IQV
2024-11-11,229.90925752198552,IQV
2024-11-12,230.29709313630593,IQV
2024-11-13,230.6337696160556,IQV
2024-11-14,230.29395122430876,IQV
2024-11-15,230.17351199140006,IQV
2024-11-16,218.70958470442446,IQV
2024-11-17,218.70801921707667,IQV
2024-11-18,229.89836112751576,IQV
2024-11-19,230.28619674183008,IQV
2024-11-20,230.62287322157775,IQV
2024-11-21,230.28305482983802,IQV
2024-11-22,230.16261559691418,IQV
2024-11-23,218.69868830995347,IQV
2024-11-24,218.69712282261264,IQV
2024-11-25,229.887464733046,IQV
2024-11-26,230.27530034734914,IQV
2024-11-27,230.61197682709945,IQV
2024-11-28,230.2721584353587,IQV
2024-11-29,230.15171920242827,IQV
2024-11-30,218.68779191546167,IQV
2024-12-01,218.686226428138,IQV
2024-12-02,229.87656833854217,IQV
2024-12-03,230.26440395286824,IQV
2024-12-04,230.6010804326221,IQV
2024-12-05,230.26126204087734,IQV
2024-12-06,230.14082280795049,IQV
2024-12-07,218.67689552098025,IQV
2024-12-08,218.67533003364255,IQV
